Title	yearRelease	Rating	Cast	Votes	Link	no.Votes	movieURL	Director	Cast1	Cast2
Batman Begins	2005	8.2	Christopher Nolan (dir.), Christian Bale, Michael Caine	8.2 based on 1,087,757 user ratings	http://www.imdb.com/title/tt0372784/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_118	1087757	[Movie URL](http://www.imdb.com/title/tt0372784/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_118)	Christopher Nolan	Christian Bale	Michael Caine
Some Like It Hot	1959	8.2	Billy Wilder (dir.), Marilyn Monroe, Tony Curtis	8.2 based on 195,660 user ratings	http://www.imdb.com/title/tt0053291/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_119	195660	[Movie URL](http://www.imdb.com/title/tt0053291/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_119)	Billy Wilder	Marilyn Monroe	Tony Curtis
The Treasure of the Sierra Madre	1948	8.2	John Huston (dir.), Humphrey Bogart, Walter Huston	8.2 based on 88,617 user ratings	http://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_120	88617	[Movie URL](http://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_120)	John Huston	Humphrey Bogart	Walter Huston
Unforgiven	1992	8.2	Clint Eastwood (dir.), Clint Eastwood, Gene Hackman	8.2 based on 307,863 user ratings	http://www.imdb.com/title/tt0105695/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_121	307863	[Movie URL](http://www.imdb.com/title/tt0105695/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_121)	Clint Eastwood	Clint Eastwood	Gene Hackman
Der Untergang	2004	8.2	Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara	8.2 based on 275,551 user ratings	http://www.imdb.com/title/tt0363163/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_122	275551	[Movie URL](http://www.imdb.com/title/tt0363163/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_122)	Oliver Hirschbiegel	Bruno Ganz	Alexandra Maria Lara
Die Hard	1988	8.2	John McTiernan (dir.), Bruce Willis, Alan Rickman	8.2 based on 653,971 user ratings	http://www.imdb.com/title/tt0095016/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_123	653971	[Movie URL](http://www.imdb.com/title/tt0095016/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_123)	John McTiernan	Bruce Willis	Alan Rickman
Raging Bull	1980	8.2	Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty	8.2 based on 259,617 user ratings	http://www.imdb.com/title/tt0081398/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_124	259617	[Movie URL](http://www.imdb.com/title/tt0081398/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_124)	Martin Scorsese	Robert De Niro	Cathy Moriarty
Heat	1995	8.2	Michael Mann (dir.), Al Pacino, Robert De Niro	8.2 based on 475,439 user ratings	http://www.imdb.com/title/tt0113277/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_125	475439	[Movie URL](http://www.imdb.com/title/tt0113277/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_125)	Michael Mann	Al Pacino	Robert De Niro
Bacheha-Ye aseman	1997	8.2	Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian	8.2 based on 38,783 user ratings	http://www.imdb.com/title/tt0118849/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_126	38783	[Movie URL](http://www.imdb.com/title/tt0118849/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_126)	Majid Majidi	Mohammad Amir Naji	Amir Farrokh Hashemian
The Third Man	1949	8.2	Carol Reed (dir.), Orson Welles, Joseph Cotten	8.2 based on 127,204 user ratings	http://www.imdb.com/title/tt0041959/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_127	127204	[Movie URL](http://www.imdb.com/title/tt0041959/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_127)	Carol Reed	Orson Welles	Joseph Cotten
The Great Escape	1963	8.2	John Sturges (dir.), Steve McQueen, James Garner	8.2 based on 183,800 user ratings	http://www.imdb.com/title/tt0057115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_128	183800	[Movie URL](http://www.imdb.com/title/tt0057115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_128)	John Sturges	Steve McQueen	James Garner
Ikiru	1952	8.2	Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko	8.2 based on 48,424 user ratings	http://www.imdb.com/title/tt0044741/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_129	48424	[Movie URL](http://www.imdb.com/title/tt0044741/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_129)	Akira Kurosawa	Takashi Shimura	Nobuo Kaneko
Chinatown	1974	8.2	Roman Polanski (dir.), Jack Nicholson, Faye Dunaway	8.2 based on 240,072 user ratings	http://www.imdb.com/title/tt0071315/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_130	240072	[Movie URL](http://www.imdb.com/title/tt0071315/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_130)	Roman Polanski	Jack Nicholson	Faye Dunaway
Pan's Labyrinth	2006	8.2	Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil	8.2 based on 518,015 user ratings	http://www.imdb.com/title/tt0457430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_131	518015	[Movie URL](http://www.imdb.com/title/tt0457430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_131)	Guillermo del Toro	Ivana Baquero	Ariadna Gil
Tonari no Totoro	1988	8.2	Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka	8.2 based on 203,604 user ratings	http://www.imdb.com/title/tt0096283/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_132	203604	[Movie URL](http://www.imdb.com/title/tt0096283/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_132)	Hayao Miyazaki	Hitoshi Takagi	Noriko Hidaka
Incendies	2010	8.2	Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin	8.2 based on 100,940 user ratings	http://www.imdb.com/title/tt1255953/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_133	100940	[Movie URL](http://www.imdb.com/title/tt1255953/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_133)	Denis Villeneuve	Lubna Azabal	Mélissa Désormeaux-Poulin
Ran	1985	8.2	Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao	8.2 based on 86,751 user ratings	http://www.imdb.com/title/tt0089881/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_134	86751	[Movie URL](http://www.imdb.com/title/tt0089881/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_134)	Akira Kurosawa	Tatsuya Nakadai	Akira Terao
Judgment at Nuremberg	1961	8.2	Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster	8.2 based on 51,586 user ratings	http://www.imdb.com/title/tt0055031/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_135	51586	[Movie URL](http://www.imdb.com/title/tt0055031/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=1MSXKXYY4G7K13T2XD6F&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_135)	Stanley Kramer	Spencer Tracy	Burt Lancaster
